scenario_id,map_index,trial,team_size,seed,communication_mode,start_positions,selected_start_seed,start_cells,source_method
map_0015_trial_03_robots_06_seed_1503102_mapcomm_raw,15,3,6,1503102,raw,"[[-48.0,-24.0],[-48.0,4.0],[-24.0,-48.0],[-56.0,-40.0],[-48.0,-8.0],[-8.0,-48.0]]",1503102,"[[40, 90], [40, 160], [100, 30], [20, 50], [40, 130], [140, 30]]",full
map_0015_trial_03_robots_08_seed_1503122_mapcomm_compressed,15,3,8,1503122,compressed,"[[-36.0,-24.0],[-20.0,8.0],[16.0,28.0],[-4.0,0.0],[-24.0,-52.0],[-48.0,-8.0],[20.0,-24.0],[-20.0,-40.0]]",1503122,"[[70, 90], [110, 170], [200, 220], [150, 150], [100, 20], [40, 130], [210, 90], [110, 50]]",full
map_0015_trial_03_robots_08_seed_1503122_mapcomm_none,15,3,8,1503122,none,"[[-36.0,-24.0],[-20.0,8.0],[16.0,28.0],[-4.0,0.0],[-24.0,-52.0],[-48.0,-8.0],[20.0,-24.0],[-20.0,-40.0]]",1503122,"[[70, 90], [110, 170], [200, 220], [150, 150], [100, 20], [40, 130], [210, 90], [110, 50]]",full
map_0015_trial_03_robots_08_seed_1503122_mapcomm_raw,15,3,8,1503122,raw,"[[-36.0,-24.0],[-20.0,8.0],[16.0,28.0],[-4.0,0.0],[-24.0,-52.0],[-48.0,-8.0],[20.0,-24.0],[-20.0,-40.0]]",1503122,"[[70, 90], [110, 170], [200, 220], [150, 150], [100, 20], [40, 130], [210, 90], [110, 50]]",full
map_0016_trial_00_robots_02_seed_1600062_mapcomm_compressed,16,0,2,1600062,compressed,"[[-8.0,-36.0],[0.0,-24.0]]",1600062,"[[153, 60], [173, 90]]",full
map_0016_trial_00_robots_02_seed_1600062_mapcomm_none,16,0,2,1600062,none,"[[-8.0,-36.0],[0.0,-24.0]]",1600062,"[[153, 60], [173, 90]]",full
map_0016_trial_00_robots_02_seed_1600062_mapcomm_raw,16,0,2,1600062,raw,"[[-8.0,-36.0],[0.0,-24.0]]",1600062,"[[153, 60], [173, 90]]",full
map_0016_trial_00_robots_04_seed_1600082_mapcomm_compressed,16,0,4,1600082,compressed,"[[0.0,0.0],[-52.0,0.0],[-28.0,-20.0],[8.0,-32.0]]",1600082,"[[173, 150], [43, 150], [103, 100], [193, 70]]",full
map_0016_trial_00_robots_04_seed_1600082_mapcomm_none,16,0,4,1600082,none,"[[0.0,0.0],[-52.0,0.0],[-28.0,-20.0],[8.0,-32.0]]",1600082,"[[173, 150], [43, 150], [103, 100], [193, 70]]",full
map_0016_trial_00_robots_04_seed_1600082_mapcomm_raw,16,0,4,1600082,raw,"[[0.0,0.0],[-52.0,0.0],[-28.0,-20.0],[8.0,-32.0]]",1600082,"[[173, 150], [43, 150], [103, 100], [193, 70]]",full
map_0016_trial_00_robots_06_seed_1600102_mapcomm_compressed,16,0,6,1600102,compressed,"[[12.0,-24.0],[-52.0,-32.0],[-12.0,-44.0],[16.0,4.0],[-40.0,-40.0],[-48.0,20.0]]",1600102,"[[203, 90], [43, 70], [143, 40], [213, 160], [73, 50], [53, 200]]",full
map_0016_trial_00_robots_06_seed_1600102_mapcomm_none,16,0,6,1600102,none,"[[12.0,-24.0],[-52.0,-32.0],[-12.0,-44.0],[16.0,4.0],[-40.0,-40.0],[-48.0,20.0]]",1600102,"[[203, 90], [43, 70], [143, 40], [213, 160], [73, 50], [53, 200]]",full
map_0016_trial_00_robots_06_seed_1600102_mapcomm_raw,16,0,6,1600102,raw,"[[12.0,-24.0],[-52.0,-32.0],[-12.0,-44.0],[16.0,4.0],[-40.0,-40.0],[-48.0,20.0]]",1600102,"[[203, 90], [43, 70], [143, 40], [213, 160], [73, 50], [53, 200]]",full
map_0016_trial_00_robots_08_seed_1600122_mapcomm_compressed,16,0,8,1600122,compressed,"[[-60.0,-28.0],[4.0,0.0],[16.0,0.0],[0.0,-40.0],[-48.0,20.0],[16.0,16.0],[-48.0,-48.0],[-8.0,-24.0]]",1600122,"[[23, 80], [183, 150], [213, 150], [173, 50], [53, 200], [213, 190], [53, 30], [153, 90]]",full
map_0016_trial_00_robots_08_seed_1600122_mapcomm_none,16,0,8,1600122,none,"[[-60.0,-28.0],[4.0,0.0],[16.0,0.0],[0.0,-40.0],[-48.0,20.0],[16.0,16.0],[-48.0,-48.0],[-8.0,-24.0]]",1600122,"[[23, 80], [183, 150], [213, 150], [173, 50], [53, 200], [213, 190], [53, 30], [153, 90]]",full
map_0016_trial_00_robots_08_seed_1600122_mapcomm_raw,16,0,8,1600122,raw,"[[-60.0,-28.0],[4.0,0.0],[16.0,0.0],[0.0,-40.0],[-48.0,20.0],[16.0,16.0],[-48.0,-48.0],[-8.0,-24.0]]",1600122,"[[23, 80], [183, 150], [213, 150], [173, 50], [53, 200], [213, 190], [53, 30], [153, 90]]",full
map_0016_trial_01_robots_02_seed_1601062_mapcomm_compressed,16,1,2,1601062,compressed,"[[4.0,-28.0],[-24.0,20.0]]",1601062,"[[183, 80], [113, 200]]",full
map_0016_trial_01_robots_02_seed_1601062_mapcomm_none,16,1,2,1601062,none,"[[4.0,-28.0],[-24.0,20.0]]",1601062,"[[183, 80], [113, 200]]",full
map_0016_trial_01_robots_02_seed_1601062_mapcomm_raw,16,1,2,1601062,raw,"[[4.0,-28.0],[-24.0,20.0]]",1601062,"[[183, 80], [113, 200]]",full
map_0016_trial_01_robots_04_seed_1601082_mapcomm_compressed,16,1,4,1601082,compressed,"[[0.0,-4.0],[24.0,-12.0],[-4.0,16.0],[20.0,-24.0]]",1601082,"[[173, 140], [233, 120], [163, 190], [223, 90]]",full
map_0016_trial_01_robots_04_seed_1601082_mapcomm_none,16,1,4,1601082,none,"[[0.0,-4.0],[24.0,-12.0],[-4.0,16.0],[20.0,-24.0]]",1601082,"[[173, 140], [233, 120], [163, 190], [223, 90]]",full
map_0016_trial_01_robots_04_seed_1601082_mapcomm_raw,16,1,4,1601082,raw,"[[0.0,-4.0],[24.0,-12.0],[-4.0,16.0],[20.0,-24.0]]",1601082,"[[173, 140], [233, 120], [163, 190], [223, 90]]",full
map_0016_trial_01_robots_06_seed_1601102_mapcomm_compressed,16,1,6,1601102,compressed,"[[0.0,-40.0],[-60.0,-28.0],[-56.0,-16.0],[-48.0,-48.0],[16.0,-48.0],[-32.0,-32.0]]",1601102,"[[173, 50], [23, 80], [33, 110], [53, 30], [213, 30], [93, 70]]",full
map_0016_trial_01_robots_06_seed_1601102_mapcomm_none,16,1,6,1601102,none,"[[0.0,-40.0],[-60.0,-28.0],[-56.0,-16.0],[-48.0,-48.0],[16.0,-48.0],[-32.0,-32.0]]",1601102,"[[173, 50], [23, 80], [33, 110], [53, 30], [213, 30], [93, 70]]",full
map_0016_trial_01_robots_06_seed_1601102_mapcomm_raw,16,1,6,1601102,raw,"[[0.0,-40.0],[-60.0,-28.0],[-56.0,-16.0],[-48.0,-48.0],[16.0,-48.0],[-32.0,-32.0]]",1601102,"[[173, 50], [23, 80], [33, 110], [53, 30], [213, 30], [93, 70]]",full
map_0016_trial_01_robots_08_seed_1601122_mapcomm_compressed,16,1,8,1601122,compressed,"[[-28.0,0.0],[8.0,-36.0],[-40.0,4.0],[-48.0,-16.0],[-12.0,28.0],[0.0,4.0],[-48.0,24.0],[-60.0,-32.0]]",1601122,"[[103, 150], [193, 60], [73, 160], [53, 110], [143, 220], [173, 160], [53, 210], [23, 70]]",full
map_0016_trial_01_robots_08_seed_1601122_mapcomm_none,16,1,8,1601122,none,"[[-28.0,0.0],[8.0,-36.0],[-40.0,4.0],[-48.0,-16.0],[-12.0,28.0],[0.0,4.0],[-48.0,24.0],[-60.0,-32.0]]",1601122,"[[103, 150], [193, 60], [73, 160], [53, 110], [143, 220], [173, 160], [53, 210], [23, 70]]",full
map_0016_trial_01_robots_08_seed_1601122_mapcomm_raw,16,1,8,1601122,raw,"[[-28.0,0.0],[8.0,-36.0],[-40.0,4.0],[-48.0,-16.0],[-12.0,28.0],[0.0,4.0],[-48.0,24.0],[-60.0,-32.0]]",1601122,"[[103, 150], [193, 60], [73, 160], [53, 110], [143, 220], [173, 160], [53, 210], [23, 70]]",full
map_0016_trial_02_robots_02_seed_1602062_mapcomm_compressed,16,2,2,1602062,compressed,"[[20.0,-40.0],[-12.0,0.0]]",1602062,"[[223, 50], [143, 150]]",full
map_0016_trial_02_robots_02_seed_1602062_mapcomm_none,16,2,2,1602062,none,"[[20.0,-40.0],[-12.0,0.0]]",1602062,"[[223, 50], [143, 150]]",full
map_0016_trial_02_robots_02_seed_1602062_mapcomm_raw,16,2,2,1602062,raw,"[[20.0,-40.0],[-12.0,0.0]]",1602062,"[[223, 50], [143, 150]]",full
map_0016_trial_02_robots_04_seed_1602082_mapcomm_compressed,16,2,4,1602082,compressed,"[[-40.0,-52.0],[-36.0,24.0],[12.0,8.0],[12.0,-4.0]]",1602082,"[[73, 20], [83, 210], [203, 170], [203, 140]]",full
map_0016_trial_02_robots_04_seed_1602082_mapcomm_none,16,2,4,1602082,none,"[[-40.0,-52.0],[-36.0,24.0],[12.0,8.0],[12.0,-4.0]]",1602082,"[[73, 20], [83, 210], [203, 170], [203, 140]]",full
map_0016_trial_02_robots_04_seed_1602082_mapcomm_raw,16,2,4,1602082,raw,"[[-40.0,-52.0],[-36.0,24.0],[12.0,8.0],[12.0,-4.0]]",1602082,"[[73, 20], [83, 210], [203, 170], [203, 140]]",full
map_0016_trial_02_robots_06_seed_1602102_mapcomm_compressed,16,2,6,1602102,compressed,"[[-4.0,-24.0],[-40.0,-40.0],[-20.0,24.0],[8.0,-24.0],[4.0,4.0],[-8.0,0.0]]",1602102,"[[163, 90], [73, 50], [123, 210], [193, 90], [183, 160], [153, 150]]",full
map_0016_trial_02_robots_06_seed_1602102_mapcomm_none,16,2,6,1602102,none,"[[-4.0,-24.0],[-40.0,-40.0],[-20.0,24.0],[8.0,-24.0],[4.0,4.0],[-8.0,0.0]]",1602102,"[[163, 90], [73, 50], [123, 210], [193, 90], [183, 160], [153, 150]]",full
map_0016_trial_02_robots_06_seed_1602102_mapcomm_raw,16,2,6,1602102,raw,"[[-4.0,-24.0],[-40.0,-40.0],[-20.0,24.0],[8.0,-24.0],[4.0,4.0],[-8.0,0.0]]",1602102,"[[163, 90], [73, 50], [123, 210], [193, 90], [183, 160], [153, 150]]",full
map_0016_trial_02_robots_08_seed_1602122_mapcomm_compressed,16,2,8,1602122,compressed,"[[20.0,-12.0],[-8.0,-16.0],[12.0,-44.0],[-52.0,20.0],[8.0,32.0],[12.0,16.0],[-24.0,20.0],[8.0,-32.0]]",1602122,"[[223, 120], [153, 110], [203, 40], [43, 200], [193, 230], [203, 190], [113, 200], [193, 70]]",full
map_0016_trial_02_robots_08_seed_1602122_mapcomm_none,16,2,8,1602122,none,"[[20.0,-12.0],[-8.0,-16.0],[12.0,-44.0],[-52.0,20.0],[8.0,32.0],[12.0,16.0],[-24.0,20.0],[8.0,-32.0]]",1602122,"[[223, 120], [153, 110], [203, 40], [43, 200], [193, 230], [203, 190], [113, 200], [193, 70]]",full
map_0016_trial_02_robots_08_seed_1602122_mapcomm_raw,16,2,8,1602122,raw,"[[20.0,-12.0],[-8.0,-16.0],[12.0,-44.0],[-52.0,20.0],[8.0,32.0],[12.0,16.0],[-24.0,20.0],[8.0,-32.0]]",1602122,"[[223, 120], [153, 110], [203, 40], [43, 200], [193, 230], [203, 190], [113, 200], [193, 70]]",full
map_0016_trial_03_robots_02_seed_1603062_mapcomm_compressed,16,3,2,1603062,compressed,"[[-48.0,32.0],[-28.0,-32.0]]",1603062,"[[53, 230], [103, 70]]",full
map_0016_trial_03_robots_02_seed_1603062_mapcomm_none,16,3,2,1603062,none,"[[-48.0,32.0],[-28.0,-32.0]]",1603062,"[[53, 230], [103, 70]]",full
map_0016_trial_03_robots_02_seed_1603062_mapcomm_raw,16,3,2,1603062,raw,"[[-48.0,32.0],[-28.0,-32.0]]",1603062,"[[53, 230], [103, 70]]",full
map_0016_trial_03_robots_04_seed_1603082_mapcomm_compressed,16,3,4,1603082,compressed,"[[-52.0,24.0],[0.0,16.0],[20.0,-48.0],[-8.0,-44.0]]",1603082,"[[43, 210], [173, 190], [223, 30], [153, 40]]",full
map_0016_trial_03_robots_04_seed_1603082_mapcomm_none,16,3,4,1603082,none,"[[-52.0,24.0],[0.0,16.0],[20.0,-48.0],[-8.0,-44.0]]",1603082,"[[43, 210], [173, 190], [223, 30], [153, 40]]",full
map_0016_trial_03_robots_04_seed_1603082_mapcomm_raw,16,3,4,1603082,raw,"[[-52.0,24.0],[0.0,16.0],[20.0,-48.0],[-8.0,-44.0]]",1603082,"[[43, 210], [173, 190], [223, 30], [153, 40]]",full
map_0016_trial_03_robots_06_seed_1603102_mapcomm_compressed,16,3,6,1603102,compressed,"[[-12.0,-36.0],[-28.0,0.0],[-12.0,-24.0],[-60.0,-36.0],[-32.0,-40.0],[-28.0,24.0]]",1603102,"[[143, 60], [103, 150], [143, 90], [23, 60], [93, 50], [103, 210]]",full
map_0016_trial_03_robots_06_seed_1603102_mapcomm_none,16,3,6,1603102,none,"[[-12.0,-36.0],[-28.0,0.0],[-12.0,-24.0],[-60.0,-36.0],[-32.0,-40.0],[-28.0,24.0]]",1603102,"[[143, 60], [103, 150], [143, 90], [23, 60], [93, 50], [103, 210]]",full
map_0016_trial_03_robots_06_seed_1603102_mapcomm_raw,16,3,6,1603102,raw,"[[-12.0,-36.0],[-28.0,0.0],[-12.0,-24.0],[-60.0,-36.0],[-32.0,-40.0],[-28.0,24.0]]",1603102,"[[143, 60], [103, 150], [143, 90], [23, 60], [93, 50], [103, 210]]",full
map_0016_trial_03_robots_08_seed_1603122_mapcomm_compressed,16,3,8,1603122,compressed,"[[-20.0,-4.0],[8.0,20.0],[-36.0,8.0],[20.0,-4.0],[12.0,32.0],[-20.0,-48.0],[-20.0,-16.0],[-12.0,12.0]]",1603122,"[[123, 140], [193, 200], [83, 170], [223, 140], [203, 230], [123, 30], [123, 110], [143, 180]]",full
map_0016_trial_03_robots_08_seed_1603122_mapcomm_none,16,3,8,1603122,none,"[[-20.0,-4.0],[8.0,20.0],[-36.0,8.0],[20.0,-4.0],[12.0,32.0],[-20.0,-48.0],[-20.0,-16.0],[-12.0,12.0]]",1603122,"[[123, 140], [193, 200], [83, 170], [223, 140], [203, 230], [123, 30], [123, 110], [143, 180]]",full
map_0016_trial_03_robots_08_seed_1603122_mapcomm_raw,16,3,8,1603122,raw,"[[-20.0,-4.0],[8.0,20.0],[-36.0,8.0],[20.0,-4.0],[12.0,32.0],[-20.0,-48.0],[-20.0,-16.0],[-12.0,12.0]]",1603122,"[[123, 140], [193, 200], [83, 170], [223, 140], [203, 230], [123, 30], [123, 110], [143, 180]]",full
map_0017_trial_00_robots_02_seed_1700062_mapcomm_compressed,17,0,2,1700062,compressed,"[[0.0,-36.0],[-56.0,-4.0]]",1700062,"[[160, 60], [20, 140]]",full
map_0017_trial_00_robots_02_seed_1700062_mapcomm_none,17,0,2,1700062,none,"[[0.0,-36.0],[-56.0,-4.0]]",1700062,"[[160, 60], [20, 140]]",full
map_0017_trial_00_robots_02_seed_1700062_mapcomm_raw,17,0,2,1700062,raw,"[[0.0,-36.0],[-56.0,-4.0]]",1700062,"[[160, 60], [20, 140]]",full
map_0017_trial_00_robots_04_seed_1700082_mapcomm_compressed,17,0,4,1700082,compressed,"[[-16.0,-28.0],[-28.0,-20.0],[4.0,4.0],[24.0,-36.0]]",1700082,"[[120, 80], [90, 100], [170, 160], [220, 60]]",full
map_0017_trial_00_robots_04_seed_1700082_mapcomm_none,17,0,4,1700082,none,"[[-16.0,-28.0],[-28.0,-20.0],[4.0,4.0],[24.0,-36.0]]",1700082,"[[120, 80], [90, 100], [170, 160], [220, 60]]",full
map_0017_trial_00_robots_04_seed_1700082_mapcomm_raw,17,0,4,1700082,raw,"[[-16.0,-28.0],[-28.0,-20.0],[4.0,4.0],[24.0,-36.0]]",1700082,"[[120, 80], [90, 100], [170, 160], [220, 60]]",full
map_0017_trial_00_robots_06_seed_1700102_mapcomm_compressed,17,0,6,1700102,compressed,"[[-32.0,12.0],[-48.0,28.0],[0.0,12.0],[12.0,-32.0],[16.0,-4.0],[-32.0,-16.0]]",1700102,"[[80, 180], [40, 220], [160, 180], [190, 70], [200, 140], [80, 110]]",full
map_0017_trial_00_robots_06_seed_1700102_mapcomm_none,17,0,6,1700102,none,"[[-32.0,12.0],[-48.0,28.0],[0.0,12.0],[12.0,-32.0],[16.0,-4.0],[-32.0,-16.0]]",1700102,"[[80, 180], [40, 220], [160, 180], [190, 70], [200, 140], [80, 110]]",full
map_0017_trial_00_robots_06_seed_1700102_mapcomm_raw,17,0,6,1700102,raw,"[[-32.0,12.0],[-48.0,28.0],[0.0,12.0],[12.0,-32.0],[16.0,-4.0],[-32.0,-16.0]]",1700102,"[[80, 180], [40, 220], [160, 180], [190, 70], [200, 140], [80, 110]]",full
map_0017_trial_00_robots_08_seed_1700122_mapcomm_compressed,17,0,8,1700122,compressed,"[[12.0,-48.0],[16.0,-16.0],[-4.0,-28.0],[-52.0,-8.0],[-48.0,28.0],[-12.0,20.0],[12.0,16.0],[-24.0,-16.0]]",1700122,"[[190, 30], [200, 110], [150, 80], [30, 130], [40, 220], [130, 200], [190, 190], [100, 110]]",full
map_0017_trial_00_robots_08_seed_1700122_mapcomm_none,17,0,8,1700122,none,"[[12.0,-48.0],[16.0,-16.0],[-4.0,-28.0],[-52.0,-8.0],[-48.0,28.0],[-12.0,20.0],[12.0,16.0],[-24.0,-16.0]]",1700122,"[[190, 30], [200, 110], [150, 80], [30, 130], [40, 220], [130, 200], [190, 190], [100, 110]]",full
map_0017_trial_00_robots_08_seed_1700122_mapcomm_raw,17,0,8,1700122,raw,"[[12.0,-48.0],[16.0,-16.0],[-4.0,-28.0],[-52.0,-8.0],[-48.0,28.0],[-12.0,20.0],[12.0,16.0],[-24.0,-16.0]]",1700122,"[[190, 30], [200, 110], [150, 80], [30, 130], [40, 220], [130, 200], [190, 190], [100, 110]]",full
map_0017_trial_01_robots_02_seed_1701062_mapcomm_compressed,17,1,2,1701062,compressed,"[[-8.0,-28.0],[-24.0,-16.0]]",1701062,"[[140, 80], [100, 110]]",full
map_0017_trial_01_robots_02_seed_1701062_mapcomm_none,17,1,2,1701062,none,"[[-8.0,-28.0],[-24.0,-16.0]]",1701062,"[[140, 80], [100, 110]]",full
map_0017_trial_01_robots_02_seed_1701062_mapcomm_raw,17,1,2,1701062,raw,"[[-8.0,-28.0],[-24.0,-16.0]]",1701062,"[[140, 80], [100, 110]]",full
map_0017_trial_01_robots_04_seed_1701082_mapcomm_compressed,17,1,4,1701082,compressed,"[[-4.0,8.0],[-16.0,-28.0],[12.0,-32.0],[-40.0,-8.0]]",1701082,"[[150, 170], [120, 80], [190, 70], [60, 130]]",full
map_0017_trial_01_robots_04_seed_1701082_mapcomm_none,17,1,4,1701082,none,"[[-4.0,8.0],[-16.0,-28.0],[12.0,-32.0],[-40.0,-8.0]]",1701082,"[[150, 170], [120, 80], [190, 70], [60, 130]]",full
map_0017_trial_01_robots_04_seed_1701082_mapcomm_raw,17,1,4,1701082,raw,"[[-4.0,8.0],[-16.0,-28.0],[12.0,-32.0],[-40.0,-8.0]]",1701082,"[[150, 170], [120, 80], [190, 70], [60, 130]]",full
map_0017_trial_01_robots_06_seed_1701102_mapcomm_compressed,17,1,6,1701102,compressed,"[[-20.0,16.0],[-48.0,28.0],[-32.0,32.0],[0.0,-4.0],[-40.0,-20.0],[-4.0,-36.0]]",1701102,"[[110, 190], [40, 220], [80, 230], [160, 140], [60, 100], [150, 60]]",full
map_0017_trial_01_robots_06_seed_1701102_mapcomm_none,17,1,6,1701102,none,"[[-20.0,16.0],[-48.0,28.0],[-32.0,32.0],[0.0,-4.0],[-40.0,-20.0],[-4.0,-36.0]]",1701102,"[[110, 190], [40, 220], [80, 230], [160, 140], [60, 100], [150, 60]]",full
map_0017_trial_01_robots_06_seed_1701102_mapcomm_raw,17,1,6,1701102,raw,"[[-20.0,16.0],[-48.0,28.0],[-32.0,32.0],[0.0,-4.0],[-40.0,-20.0],[-4.0,-36.0]]",1701102,"[[110, 190], [40, 220], [80, 230], [160, 140], [60, 100], [150, 60]]",full
map_0017_trial_01_robots_08_seed_1701122_mapcomm_compressed,17,1,8,1701122,compressed,"[[-48.0,28.0],[-28.0,28.0],[-44.0,4.0],[24.0,12.0],[-40.0,-44.0],[-8.0,4.0],[12.0,-48.0],[16.0,-12.0]]",1701122,"[[40, 220], [90, 220], [50, 160], [220, 180], [60, 40], [140, 160], [190, 30], [200, 120]]",full
map_0017_trial_01_robots_08_seed_1701122_mapcomm_none,17,1,8,1701122,none,"[[-48.0,28.0],[-28.0,28.0],[-44.0,4.0],[24.0,12.0],[-40.0,-44.0],[-8.0,4.0],[12.0,-48.0],[16.0,-12.0]]",1701122,"[[40, 220], [90, 220], [50, 160], [220, 180], [60, 40], [140, 160], [190, 30], [200, 120]]",full
map_0017_trial_01_robots_08_seed_1701122_mapcomm_raw,17,1,8,1701122,raw,"[[-48.0,28.0],[-28.0,28.0],[-44.0,4.0],[24.0,12.0],[-40.0,-44.0],[-8.0,4.0],[12.0,-48.0],[16.0,-12.0]]",1701122,"[[40, 220], [90, 220], [50, 160], [220, 180], [60, 40], [140, 160], [190, 30], [200, 120]]",full
map_0017_trial_02_robots_02_seed_1702062_mapcomm_compressed,17,2,2,1702062,compressed,"[[-28.0,-4.0],[-8.0,-40.0]]",1702062,"[[90, 140], [140, 50]]",full
map_0017_trial_02_robots_02_seed_1702062_mapcomm_none,17,2,2,1702062,none,"[[-28.0,-4.0],[-8.0,-40.0]]",1702062,"[[90, 140], [140, 50]]",full
map_0017_trial_02_robots_02_seed_1702062_mapcomm_raw,17,2,2,1702062,raw,"[[-28.0,-4.0],[-8.0,-40.0]]",1702062,"[[90, 140], [140, 50]]",full
map_0017_trial_02_robots_04_seed_1702082_mapcomm_compressed,17,2,4,1702082,compressed,"[[-20.0,28.0],[-48.0,4.0],[-48.0,-44.0],[-52.0,-20.0]]",1702082,"[[110, 220], [40, 160], [40, 40], [30, 100]]",full
map_0017_trial_02_robots_04_seed_1702082_mapcomm_none,17,2,4,1702082,none,"[[-20.0,28.0],[-48.0,4.0],[-48.0,-44.0],[-52.0,-20.0]]",1702082,"[[110, 220], [40, 160], [40, 40], [30, 100]]",full
map_0017_trial_02_robots_04_seed_1702082_mapcomm_raw,17,2,4,1702082,raw,"[[-20.0,28.0],[-48.0,4.0],[-48.0,-44.0],[-52.0,-20.0]]",1702082,"[[110, 220], [40, 160], [40, 40], [30, 100]]",full
map_0017_trial_02_robots_06_seed_1702102_mapcomm_compressed,17,2,6,1702102,compressed,"[[-52.0,16.0],[-48.0,28.0],[-40.0,-8.0],[16.0,-8.0],[-36.0,16.0],[0.0,-24.0]]",1702102,"[[30, 190], [40, 220], [60, 130], [200, 130], [70, 190], [160, 90]]",full
map_0017_trial_02_robots_06_seed_1702102_mapcomm_none,17,2,6,1702102,none,"[[-52.0,16.0],[-48.0,28.0],[-40.0,-8.0],[16.0,-8.0],[-36.0,16.0],[0.0,-24.0]]",1702102,"[[30, 190], [40, 220], [60, 130], [200, 130], [70, 190], [160, 90]]",full
map_0017_trial_02_robots_06_seed_1702102_mapcomm_raw,17,2,6,1702102,raw,"[[-52.0,16.0],[-48.0,28.0],[-40.0,-8.0],[16.0,-8.0],[-36.0,16.0],[0.0,-24.0]]",1702102,"[[30, 190], [40, 220], [60, 130], [200, 130], [70, 190], [160, 90]]",full
map_0017_trial_02_robots_08_seed_1702122_mapcomm_compressed,17,2,8,1702122,compressed,"[[-48.0,-16.0],[-52.0,-48.0],[-52.0,24.0],[16.0,-28.0],[28.0,-28.0],[-28.0,28.0],[-52.0,0.0],[-20.0,4.0]]",1702122,"[[40, 110], [30, 30], [30, 210], [200, 80], [230, 80], [90, 220], [30, 150], [110, 160]]",full
map_0017_trial_02_robots_08_seed_1702122_mapcomm_none,17,2,8,1702122,none,"[[-48.0,-16.0],[-52.0,-48.0],[-52.0,24.0],[16.0,-28.0],[28.0,-28.0],[-28.0,28.0],[-52.0,0.0],[-20.0,4.0]]",1702122,"[[40, 110], [30, 30], [30, 210], [200, 80], [230, 80], [90, 220], [30, 150], [110, 160]]",full
map_0017_trial_02_robots_08_seed_1702122_mapcomm_raw,17,2,8,1702122,raw,"[[-48.0,-16.0],[-52.0,-48.0],[-52.0,24.0],[16.0,-28.0],[28.0,-28.0],[-28.0,28.0],[-52.0,0.0],[-20.0,4.0]]",1702122,"[[40, 110], [30, 30], [30, 210], [200, 80], [230, 80], [90, 220], [30, 150], [110, 160]]",full
map_0017_trial_03_robots_02_seed_1703062_mapcomm_compressed,17,3,2,1703062,compressed,"[[24.0,8.0],[-32.0,-20.0]]",1703062,"[[220, 170], [80, 100]]",full
map_0017_trial_03_robots_02_seed_1703062_mapcomm_none,17,3,2,1703062,none,"[[24.0,8.0],[-32.0,-20.0]]",1703062,"[[220, 170], [80, 100]]",full
map_0017_trial_03_robots_02_seed_1703062_mapcomm_raw,17,3,2,1703062,raw,"[[24.0,8.0],[-32.0,-20.0]]",1703062,"[[220, 170], [80, 100]]",full
map_0017_trial_03_robots_04_seed_1703082_mapcomm_compressed,17,3,4,1703082,compressed,"[[-4.0,24.0],[-12.0,-48.0],[-24.0,-4.0],[-28.0,-28.0]]",1703082,"[[150, 210], [130, 30], [100, 140], [90, 80]]",full
map_0017_trial_03_robots_04_seed_1703082_mapcomm_none,17,3,4,1703082,none,"[[-4.0,24.0],[-12.0,-48.0],[-24.0,-4.0],[-28.0,-28.0]]",1703082,"[[150, 210], [130, 30], [100, 140], [90, 80]]",full
map_0017_trial_03_robots_04_seed_1703082_mapcomm_raw,17,3,4,1703082,raw,"[[-4.0,24.0],[-12.0,-48.0],[-24.0,-4.0],[-28.0,-28.0]]",1703082,"[[150, 210], [130, 30], [100, 140], [90, 80]]",full
map_0017_trial_03_robots_06_seed_1703102_mapcomm_compressed,17,3,6,1703102,compressed,"[[24.0,24.0],[-32.0,0.0],[28.0,12.0],[16.0,-48.0],[-28.0,-20.0],[20.0,-8.0]]",1703102,"[[220, 210], [80, 150], [230, 180], [200, 30], [90, 100], [210, 130]]",full
map_0017_trial_03_robots_06_seed_1703102_mapcomm_none,17,3,6,1703102,none,"[[24.0,24.0],[-32.0,0.0],[28.0,12.0],[16.0,-48.0],[-28.0,-20.0],[20.0,-8.0]]",1703102,"[[220, 210], [80, 150], [230, 180], [200, 30], [90, 100], [210, 130]]",full
map_0017_trial_03_robots_06_seed_1703102_mapcomm_raw,17,3,6,1703102,raw,"[[24.0,24.0],[-32.0,0.0],[28.0,12.0],[16.0,-48.0],[-28.0,-20.0],[20.0,-8.0]]",1703102,"[[220, 210], [80, 150], [230, 180], [200, 30], [90, 100], [210, 130]]",full
map_0017_trial_03_robots_08_seed_1703122_mapcomm_compressed,17,3,8,1703122,compressed,"[[-8.0,-44.0],[28.0,-8.0],[12.0,16.0],[28.0,-32.0],[-36.0,-44.0],[-16.0,-28.0],[0.0,4.0],[16.0,-20.0]]",1703122,"[[140, 40], [230, 130], [190, 190], [230, 70], [70, 40], [120, 80], [160, 160], [200, 100]]",full
map_0017_trial_03_robots_08_seed_1703122_mapcomm_none,17,3,8,1703122,none,"[[-8.0,-44.0],[28.0,-8.0],[12.0,16.0],[28.0,-32.0],[-36.0,-44.0],[-16.0,-28.0],[0.0,4.0],[16.0,-20.0]]",1703122,"[[140, 40], [230, 130], [190, 190], [230, 70], [70, 40], [120, 80], [160, 160], [200, 100]]",full
